Room_Area,Room_Height,Room_Volume,Occupancy,Outdoor_Temperature,Window_Area,Equipment_Load,Insulation_Level,Sun_Exposure,AC_Capacity_Ton
46,4.1,188.6,5,35,7.8,0.8,1,1,2.0
62,4.2,260.4,3,28,10.6,0.5,1,3,2.0
58,3.3,191.4,5,30,6.4,0.6,3,3,2.0
38,4.2,159.6,3,45,7.3,0.5,2,2,1.5
75,3.0,225.0,5,31,9.1,0.9,3,2,2.0
31,3.0,93.0,3,35,5.8,0.5,4,1,1.0
85,3.2,272.0,7,38,14.7,1.1,3,2,3.0
64,3.5,224.0,4,30,10.5,0.4,3,3,2.0
79,3.1,244.9,6,32,10.5,0.7,5,3,2.5
46,3.3,151.8,3,42,5.9,0.5,1,1,1.5
50,2.9,145.0,4,40,9.7,0.4,3,1,1.5
27,3.4,91.8,3,31,4.4,0.4,3,1,1.0
84,4.0,336.0,10,39,9.1,1.9,1,3,3.5
72,3.6,259.2,6,25,10.5,0.8,4,3,2.5
28,3.9,109.2,2,37,5.3,0.3,4,2,1.0
51,3.0,153.0,4,41,7.3,0.5,3,3,2.0
93,3.4,316.2,12,37,15.4,1.6,2,3,3.5
82,2.9,237.8,6,25,14.6,1.2,3,1,2.5
54,3.3,178.2,6,40,5.9,1.0,1,3,2.0
73,3.7,270.1,6,38,13.3,1.1,1,2,2.5
94,3.6,338.4,8,45,15.3,1.2,4,2,3.5
30,2.9,87.0,4,33,5.2,0.8,2,1,1.0
76,2.9,220.4,8,35,13.8,1.2,1,3,2.5
18,3.2,57.6,2,44,2.3,0.4,2,3,1.0
59,3.9,230.1,6,28,7.5,0.9,4,3,2.0
42,2.8,117.6,3,34,5.5,0.5,5,2,1.0
80,3.7,296.0,9,38,8.5,1.6,5,1,3.0
45,3.1,139.5,4,36,6.7,0.5,3,1,1.5
17,4.1,69.7,1,35,2.9,0.1,2,1,1.0
22,3.4,74.8,2,45,2.7,0.4,4,1,1.0
38,2.9,110.2,3,42,6.1,0.5,3,3,1.5
29,3.8,110.2,2,33,3.5,0.2,5,2,1.0
57,3.5,199.5,4,38,9.1,0.7,2,1,2.0
45,4.0,180.0,3,31,4.7,0.6,3,1,1.5
87,3.7,321.9,7,32,8.9,1.2,2,1,3.0
59,3.8,224.2,7,34,9.0,0.9,4,2,2.0
80,3.9,312.0,6,34,11.3,1.0,2,3,3.0
22,3.4,74.8,3,25,2.4,0.4,4,1,1.0
85,3.9,331.5,7,37,10.5,0.7,3,1,3.0
71,2.9,205.9,5,44,11.2,0.6,4,1,2.0
94,3.9,366.6,6,42,15.5,0.8,2,3,3.5
44,3.7,162.8,3,33,7.2,0.5,2,1,1.5
88,3.6,316.8,10,27,15.4,1.1,5,2,3.0
32,3.2,102.4,3,32,3.7,0.5,3,3,1.0
83,3.0,249.0,5,36,15.7,1.0,1,2,2.5
53,3.7,196.1,6,26,7.4,1.1,2,1,2.0
74,3.5,259.0,6,26,13.5,0.8,1,1,2.5
57,3.1,176.7,4,25,6.0,0.5,5,3,1.5
59,2.9,171.1,3,45,8.1,0.5,3,2,2.0
37,3.6,133.2,2,29,6.0,0.4,2,1,1.0
83,3.0,249.0,8,42,11.0,0.8,2,2,2.5
20,4.1,82.0,1,42,3.4,0.1,1,2,1.0
70,3.0,210.0,6,42,8.3,0.7,2,3,2.5
18,2.8,50.4,1,45,3.3,0.2,3,1,1.0
37,3.2,118.4,3,39,5.1,0.6,1,1,1.5
20,3.0,60.0,2,43,3.6,0.2,5,2,1.0
46,3.9,179.4,3,38,5.3,0.5,5,3,1.5
32,3.2,102.4,4,38,6.0,0.7,2,3,1.5
29,3.1,89.9,3,42,4.3,0.5,3,2,1.0
54,4.2,226.8,6,35,6.1,1.2,1,2,2.0
87,3.0,261.0,8,35,15.2,1.2,2,1,3.0
88,2.9,255.2,7,39,17.3,1.3,3,2,3.0
98,3.2,313.6,6,32,10.7,0.7,1,2,3.0
20,3.4,68.0,1,29,3.5,0.1,3,2,1.0
77,3.9,300.3,6,29,14.1,0.8,4,1,2.5
81,4.1,332.1,5,43,9.4,0.7,4,2,3.0
25,3.9,97.5,3,29,4.3,0.4,1,3,1.0
57,3.8,216.6,7,29,10.6,0.8,3,2,2.0
31,4.2,130.2,2,41,3.7,0.4,4,2,1.0
18,3.9,70.2,1,40,3.1,0.1,2,3,1.0
77,3.0,231.0,6,25,14.8,1.1,4,3,2.5
82,3.4,278.8,8,37,12.0,1.6,2,2,3.0
95,3.5,332.5,6,26,17.7,0.6,2,1,3.0
55,3.2,176.0,4,36,6.9,0.5,4,1,1.5
97,3.0,291.0,10,31,10.3,1.9,1,1,3.0
19,3.8,72.2,2,30,3.3,0.3,4,2,1.0
46,3.2,147.2,3,31,8.2,0.6,1,1,1.5
100,3.7,370.0,7,33,17.2,1.0,2,3,3.5
84,3.3,277.2,6,44,10.5,0.6,3,1,2.5
49,3.5,171.5,4,37,9.4,0.7,5,2,1.5
36,3.3,118.8,4,45,4.2,0.5,5,2,1.5
79,3.4,268.6,5,36,13.1,0.6,1,3,2.5
98,3.8,372.4,6,32,13.1,0.6,4,1,3.0
36,4.0,144.0,2,39,5.9,0.3,2,1,1.5
25,3.5,87.5,2,34,3.6,0.2,4,1,1.0
91,3.7,336.7,6,33,11.0,0.9,5,1,3.0
17,4.0,68.0,2,28,1.9,0.3,2,3,1.0
23,3.0,69.0,2,31,3.0,0.4,4,3,1.0
74,3.0,222.0,5,31,10.8,0.5,2,1,2.0
90,3.3,297.0,6,29,14.1,0.7,5,2,2.5
28,3.2,89.6,2,42,3.8,0.4,2,1,1.0
32,4.2,134.4,4,37,5.1,0.8,1,1,1.5
87,3.6,313.2,8,44,16.4,0.9,3,3,3.0
37,3.5,129.5,2,38,4.0,0.3,4,3,1.5
88,3.6,316.8,11,39,11.6,1.3,4,1,3.0
97,4.0,388.0,9,27,18.5,1.6,4,1,3.5
61,3.1,189.1,3,37,9.9,0.4,5,1,1.5
83,3.5,290.5,6,41,9.5,0.6,2,3,3.0
61,3.2,195.2,6,43,7.5,0.8,2,1,2.0
44,3.9,171.6,3,32,6.6,0.5,4,2,1.5
39,3.9,152.1,3,35,6.5,0.5,4,1,1.5
42,4.1,172.2,4,37,6.7,0.6,5,1,1.5
39,3.4,132.6,3,28,5.9,0.4,4,1,1.0
88,3.0,264.0,6,25,14.4,0.9,2,2,2.5
92,4.1,377.2,10,26,13.1,1.7,2,2,3.5
72,4.0,288.0,5,39,12.3,0.6,5,2,2.5
55,3.1,170.5,5,44,9.8,0.6,1,3,2.0
39,3.2,124.8,4,35,5.5,0.7,2,3,1.5
92,3.2,294.4,6,35,15.7,1.0,4,1,3.0
62,3.4,210.8,6,28,10.8,1.0,4,1,2.0
24,4.0,96.0,2,27,4.2,0.4,1,3,1.0
89,3.0,267.0,10,27,16.1,1.9,3,3,3.0
25,3.8,95.0,2,25,4.5,0.4,5,2,1.0
99,3.3,326.7,7,29,17.4,0.9,2,3,3.0
35,3.1,108.5,2,29,4.6,0.3,4,2,1.0
100,3.3,330.0,9,27,17.2,1.2,3,1,3.0
59,3.5,206.5,4,29,11.2,0.4,2,2,2.0
21,4.1,86.1,2,37,3.5,0.4,1,3,1.0
95,3.7,351.5,5,33,14.4,0.5,4,3,3.0
78,3.6,280.8,5,29,10.1,0.5,4,2,2.5
78,3.0,234.0,5,30,10.2,0.7,3,2,2.0
16,2.9,46.4,1,40,2.2,0.2,5,3,1.0
90,3.0,270.0,7,44,16.2,1.1,3,2,3.0
56,2.9,162.4,4,36,7.5,0.7,3,3,2.0
96,3.6,345.6,11,45,17.7,2.1,2,3,3.5
68,3.4,231.2,8,28,7.8,1.0,3,2,2.0
89,2.8,249.2,9,40,10.7,1.3,5,1,2.5
30,3.3,99.0,3,44,4.8,0.3,5,2,1.0
32,3.0,96.0,4,33,3.6,0.6,3,2,1.0
73,4.2,306.6,6,43,10.1,0.9,2,3,3.0
30,3.4,102.0,2,38,3.9,0.3,1,1,1.0
20,3.4,68.0,1,45,2.9,0.1,2,2,1.0
71,3.7,262.7,4,41,9.9,0.7,3,2,2.5
61,3.3,201.3,4,37,11.4,0.8,1,1,2.0
62,3.8,235.6,4,39,9.3,0.8,2,2,2.5
56,4.1,229.6,3,34,7.2,0.4,2,2,2.0
90,3.5,315.0,6,31,14.1,0.7,5,3,3.0
74,3.3,244.2,5,39,13.5,0.5,3,3,2.5
91,3.5,318.5,10,30,14.4,1.2,3,2,3.0
18,3.6,64.8,1,27,3.2,0.1,1,2,1.0
16,4.0,64.0,2,43,2.2,0.4,4,2,1.0
73,3.4,248.2,5,36,11.2,1.0,5,1,2.5
41,2.9,118.9,4,45,7.8,0.7,1,2,1.5
41,3.7,151.7,3,36,8.2,0.6,4,2,1.5
93,4.2,390.6,11,27,15.1,1.8,1,3,3.5
86,4.0,344.0,8,34,10.7,0.9,3,3,3.0
21,3.9,81.9,2,41,2.3,0.4,4,2,1.0
77,3.0,231.0,7,26,10.4,1.2,3,3,2.5
60,3.8,228.0,5,31,8.7,0.7,5,3,2.0
77,2.9,223.3,6,37,9.5,0.7,1,1,2.5
26,3.5,91.0,2,37,3.7,0.3,5,1,1.0
27,3.3,89.1,2,40,3.1,0.2,5,2,1.0
57,4.1,233.7,7,27,6.8,0.8,3,1,2.0
31,3.0,93.0,3,41,5.9,0.4,4,2,1.0
77,3.9,300.3,7,38,15.2,0.9,1,3,3.0
95,2.9,275.5,6,42,17.0,1.0,1,2,3.0
50,3.8,190.0,4,38,5.8,0.5,5,2,1.5
99,3.2,316.8,8,25,16.6,1.1,3,2,3.0
22,4.2,92.4,1,35,4.4,0.1,5,2,1.0
83,3.7,307.1,6,34,10.7,1.0,4,1,2.5
94,3.2,300.8,7,32,11.0,1.3,5,3,3.0
50,3.1,155.0,4,38,7.0,0.6,2,1,1.5
42,3.7,155.4,4,30,6.8,0.8,3,3,1.5
61,3.2,195.2,7,25,8.0,1.3,4,2,2.0
90,3.1,279.0,8,43,9.2,1.2,1,1,3.0
44,3.7,162.8,3,32,8.4,0.4,1,1,1.5
37,3.8,140.6,2,25,6.8,0.2,1,2,1.5
30,3.1,93.0,2,27,4.0,0.4,4,2,1.0
28,3.6,100.8,3,33,5.3,0.4,1,2,1.0
88,3.7,325.6,5,37,14.6,0.7,3,1,3.0
85,4.1,348.5,7,30,10.3,1.1,4,3,3.0
66,3.9,257.4,4,28,7.9,0.7,4,2,2.0
51,3.4,173.4,4,30,7.9,0.5,1,3,2.0
43,4.0,172.0,3,29,5.8,0.4,4,3,1.5
81,3.4,275.4,10,30,12.7,1.9,5,3,3.0
29,3.0,87.0,2,39,3.4,0.2,2,1,1.0
61,3.3,201.3,4,28,11.6,0.7,5,1,2.0
60,3.9,234.0,5,25,7.1,0.8,4,1,2.0
66,4.1,270.6,4,31,12.3,0.7,2,3,2.5
33,4.2,138.6,2,43,6.5,0.4,4,3,1.5
91,3.7,336.7,8,26,10.2,1.5,1,3,3.0
35,3.5,122.5,3,26,3.8,0.5,4,2,1.0
78,3.0,234.0,6,40,12.9,0.8,1,2,2.5
51,2.9,147.9,4,45,6.0,0.7,3,2,2.0
41,3.5,143.5,4,43,6.8,0.6,5,2,1.5
69,3.8,262.2,7,28,11.5,1.0,1,2,2.5
43,3.3,141.9,5,27,5.3,0.5,5,1,1.0
34,3.7,125.8,4,29,6.3,0.6,1,2,1.5
39,3.6,140.4,3,28,6.5,0.5,3,2,1.5
84,4.1,344.4,6,29,10.0,0.8,1,1,3.0
77,3.1,238.7,5,45,10.2,0.6,1,3,2.5
50,3.6,180.0,4,45,7.4,0.6,2,3,2.0
16,3.4,54.4,1,37,2.4,0.1,5,3,1.0
36,3.2,115.2,2,41,6.1,0.4,4,2,1.5
30,3.3,99.0,2,36,4.9,0.3,3,1,1.0
32,3.2,102.4,2,30,5.4,0.4,1,3,1.0
83,3.5,290.5,5,38,12.8,0.7,3,3,3.0
68,3.6,244.8,7,30,7.7,1.4,2,1,2.5
44,4.0,176.0,4,31,7.3,0.8,2,3,2.0
59,3.9,230.1,3,32,8.7,0.6,1,1,2.0
33,3.2,105.6,4,44,4.6,0.5,4,1,1.0
48,4.1,196.8,3,33,8.2,0.4,4,1,1.5
27,4.0,108.0,2,42,3.7,0.4,4,1,1.0
57,3.7,210.9,3,37,10.2,0.5,4,1,2.0
76,2.8,212.8,5,40,12.9,1.0,5,3,2.5
36,3.1,111.6,3,41,3.9,0.6,3,1,1.5
66,3.9,257.4,7,37,11.7,1.2,5,3,2.5
66,3.4,224.4,6,28,11.3,0.8,3,1,2.0
50,3.0,150.0,3,44,6.4,0.4,2,3,2.0
87,3.4,295.8,8,36,17.0,0.9,2,1,3.0
33,3.1,102.3,2,45,4.5,0.2,4,3,1.0
52,4.0,208.0,4,30,5.2,0.7,2,1,2.0
84,4.0,336.0,6,29,10.9,0.9,3,2,3.0
93,3.3,306.9,6,45,14.4,1.1,5,2,3.0
71,3.0,213.0,4,45,12.1,0.8,3,2,2.5
34,3.3,112.2,2,27,4.1,0.3,5,1,1.0
23,3.0,69.0,1,25,2.7,0.1,5,1,1.0
46,3.2,147.2,3,30,8.1,0.5,4,3,1.5
18,3.9,70.2,1,41,3.1,0.2,2,1,1.0
64,3.2,204.8,5,29,12.6,0.7,2,2,2.0
96,3.6,345.6,6,45,17.2,1.1,1,3,3.5
19,3.0,57.0,2,27,2.3,0.2,5,2,1.0
34,3.3,112.2,2,36,5.5,0.3,1,3,1.5
89,2.9,258.1,8,39,13.3,1.2,2,3,3.0
51,3.6,183.6,3,44,7.6,0.4,3,3,2.0
36,3.3,118.8,3,35,5.6,0.6,3,3,1.5
72,4.0,288.0,4,37,7.8,0.8,4,1,2.5
82,3.3,270.6,8,37,13.0,1.5,4,1,2.5
58,3.6,208.8,4,34,8.5,0.6,2,2,2.0
48,4.2,201.6,4,38,6.7,0.6,5,2,2.0
91,3.7,336.7,7,39,11.8,1.1,5,3,3.0
56,3.5,196.0,5,32,7.3,0.5,3,2,2.0
23,2.9,66.7,2,38,3.1,0.3,3,3,1.0
21,3.9,81.9,2,40,3.1,0.3,2,1,1.0
82,3.7,303.4,8,33,13.4,1.3,5,2,3.0
33,3.0,99.0,2,37,5.4,0.4,3,3,1.0
45,3.1,139.5,4,33,6.0,0.7,1,3,1.5
49,3.6,176.4,4,43,6.3,0.5,5,3,2.0
71,2.9,205.9,4,43,7.8,0.7,4,3,2.0
99,3.8,376.2,10,36,13.4,1.0,5,2,3.5
75,3.1,232.5,6,34,11.7,0.8,3,2,2.5
45,3.5,157.5,3,37,6.3,0.5,5,2,1.5
97,3.1,300.7,8,28,15.3,0.9,1,1,3.0
67,3.5,234.5,4,25,12.5,0.5,2,1,2.0
46,3.1,142.6,3,39,9.2,0.6,5,2,1.5
80,3.6,288.0,5,26,12.6,0.6,5,2,2.5
73,4.1,299.3,4,32,11.7,0.5,4,2,2.5
24,3.9,93.6,3,25,3.9,0.5,1,1,1.0
16,3.1,49.6,1,42,2.4,0.2,5,1,1.0
80,3.5,280.0,5,37,8.4,0.8,5,3,2.5
74,3.4,251.6,6,41,9.7,0.8,3,2,2.5
31,4.2,130.2,2,31,6.2,0.4,3,2,1.0
30,3.9,117.0,3,39,4.8,0.5,2,3,1.5
30,3.0,90.0,2,33,3.4,0.4,3,3,1.0
60,3.0,180.0,4,41,9.3,0.6,5,1,2.0
53,3.8,201.4,4,37,6.9,0.7,2,2,2.0
45,3.0,135.0,3,39,7.8,0.6,4,1,1.5
15,4.1,61.5,1,45,2.9,0.2,2,3,1.0
25,4.2,105.0,2,32,4.2,0.3,4,1,1.0
99,3.9,386.1,11,45,15.1,1.7,5,1,3.5
18,2.8,50.4,1,31,3.4,0.1,2,2,1.0
85,3.5,297.5,5,40,12.0,0.6,2,3,3.0
40,3.4,136.0,3,37,7.3,0.4,5,1,1.5
64,3.9,249.6,5,37,11.6,0.8,1,2,2.5
26,3.2,83.2,3,39,2.7,0.4,5,1,1.0
95,3.3,313.5,8,42,12.8,1.5,1,2,3.5
89,2.9,258.1,8,38,14.5,1.1,5,3,3.0
79,3.3,260.7,7,41,11.4,1.2,5,3,2.5
61,4.2,256.2,4,39,11.8,0.7,5,1,2.0
67,4.1,274.7,6,35,11.3,1.0,4,3,2.5
85,3.9,331.5,5,45,9.5,0.6,5,3,3.0
16,4.1,65.6,1,41,3.0,0.2,4,1,1.0
38,3.1,117.8,3,37,3.9,0.4,4,2,1.0
18,3.7,66.6,2,28,3.1,0.3,1,2,1.0
33,3.5,115.5,2,27,3.4,0.3,1,3,1.0
40,3.4,136.0,3,38,7.8,0.4,5,1,1.5
89,3.3,293.7,9,31,14.4,1.0,4,1,3.0
54,4.0,216.0,3,44,9.5,0.3,1,3,2.0
64,3.5,224.0,8,36,11.6,0.8,3,1,2.0
57,3.8,216.6,4,33,9.7,0.8,3,2,2.0
89,3.8,338.2,6,39,15.6,0.9,4,2,3.0
81,3.0,243.0,8,45,14.8,1.6,3,3,3.0
26,2.9,75.4,3,39,3.2,0.3,5,1,1.0
81,4.0,324.0,10,26,14.8,1.8,3,2,3.0
41,3.5,143.5,2,45,6.0,0.3,3,1,1.5
68,3.9,265.2,5,43,7.9,1.0,3,2,2.5
80,3.2,256.0,8,33,12.9,1.2,5,2,2.5
63,4.0,252.0,4,27,6.8,0.7,2,3,2.0
30,4.0,120.0,4,40,4.9,0.6,1,1,1.5
16,3.3,52.8,1,37,2.6,0.1,2,2,1.0
74,3.4,251.6,5,43,11.5,0.6,5,1,2.5
68,3.3,224.4,8,38,8.5,1.5,4,3,2.5
44,2.8,123.2,3,34,6.2,0.4,4,3,1.5
98,3.8,372.4,9,34,17.3,1.5,2,1,3.5
52,3.2,166.4,6,29,5.3,0.9,2,2,2.0
42,4.0,168.0,3,28,7.1,0.4,1,2,1.5
39,4.1,159.9,3,25,4.5,0.6,4,1,1.0
24,3.8,91.2,2,40,4.1,0.4,4,1,1.0
74,3.1,229.4,4,37,7.6,0.7,5,2,2.0
56,2.9,162.4,6,31,7.4,0.9,4,3,2.0
54,3.9,210.6,6,37,10.1,1.0,2,3,2.0
91,4.1,373.1,5,45,9.8,1.0,2,3,3.5
56,3.3,184.8,5,45,11.1,0.7,3,2,2.0
61,3.3,201.3,5,45,11.0,0.7,2,1,2.0
51,3.3,168.3,3,38,8.8,0.4,3,3,2.0
94,4.0,376.0,9,26,14.1,1.5,4,3,3.5
36,3.8,136.8,2,31,5.6,0.2,5,2,1.0
71,3.0,213.0,4,33,13.1,0.6,3,1,2.0
98,3.7,362.6,8,39,17.6,1.2,5,1,3.5
41,2.8,114.8,3,25,7.1,0.5,5,1,1.0
55,3.8,209.0,5,27,6.6,0.5,3,2,2.0
94,3.9,366.6,7,35,11.8,1.0,3,2,3.0
48,3.9,187.2,5,29,9.2,1.0,4,3,2.0
46,3.7,170.2,4,41,6.1,0.5,5,1,1.5
80,3.1,248.0,6,27,10.4,0.7,5,2,2.0
26,3.9,101.4,2,27,3.3,0.3,1,1,1.0
54,4.1,221.4,4,26,9.9,0.4,4,1,1.5
87,3.7,321.9,5,35,9.2,0.8,4,1,2.5
90,3.2,288.0,6,34,17.5,1.0,3,1,3.0
87,3.1,269.7,6,42,16.4,0.9,2,2,3.0
24,3.1,74.4,2,34,2.9,0.3,2,1,1.0
62,2.8,173.6,4,34,8.7,0.7,4,1,1.5
34,2.8,95.2,4,35,4.0,0.6,5,2,1.0
53,3.2,169.6,5,37,6.6,0.6,5,2,1.5
74,4.1,303.4,5,41,12.3,0.7,5,3,2.5
80,3.7,296.0,5,43,9.1,0.9,1,1,2.5
79,3.3,260.7,5,30,8.5,1.0,2,1,2.5
65,2.8,182.0,7,32,12.0,1.3,5,1,2.0
50,4.2,210.0,3,31,7.5,0.6,5,3,2.0
38,3.4,129.2,3,28,5.9,0.6,4,2,1.0
41,4.2,172.2,3,26,7.0,0.4,4,3,1.5
16,3.8,60.8,1,28,1.9,0.2,2,3,1.0
45,2.9,130.5,3,37,8.1,0.6,5,1,1.5
71,4.0,284.0,7,27,8.0,0.7,3,3,2.5
92,3.5,322.0,8,29,15.3,1.5,2,3,3.0
80,3.4,272.0,6,35,10.6,0.7,5,3,2.5
43,3.9,167.7,5,33,8.6,0.5,3,1,1.5
29,3.9,113.1,2,28,4.2,0.4,3,3,1.0
26,3.9,101.4,2,31,4.1,0.4,2,1,1.0
42,3.9,163.8,4,26,4.3,0.6,4,3,1.5
98,3.7,362.6,9,30,14.5,1.4,1,2,3.5
38,3.7,140.6,4,29,7.1,0.5,3,1,1.5
35,4.0,140.0,3,30,5.2,0.5,2,2,1.5
24,3.8,91.2,2,44,2.7,0.3,1,3,1.0
92,2.9,266.8,6,36,15.9,1.1,5,2,2.5
32,3.7,118.4,3,25,5.9,0.5,5,3,1.0
28,3.0,84.0,2,26,3.3,0.3,3,1,1.0
48,2.8,134.4,5,30,9.5,0.8,2,2,1.5
72,3.1,223.2,5,34,9.0,0.9,1,2,2.5
90,3.0,270.0,5,28,11.3,0.6,4,1,2.5
36,2.9,104.4,2,32,3.8,0.3,5,2,1.0
84,3.1,260.4,7,45,14.7,0.9,5,1,2.5
50,3.6,180.0,4,33,5.9,0.7,3,1,1.5
59,3.0,177.0,3,30,11.7,0.6,1,2,2.0
50,3.2,160.0,4,26,7.9,0.6,4,2,1.5
36,4.0,144.0,2,45,5.5,0.3,4,1,1.5
92,4.0,368.0,7,36,18.2,1.1,3,3,3.5
94,3.3,310.2,7,36,13.5,0.8,5,2,3.0
75,4.1,307.5,8,39,10.3,1.3,1,1,3.0
70,3.6,252.0,5,40,11.7,0.9,4,1,2.5
47,3.1,145.7,3,29,6.6,0.4,5,2,1.5
59,3.9,230.1,4,29,7.0,0.6,1,2,2.0
50,4.1,205.0,3,27,6.7,0.5,5,3,1.5
34,3.7,125.8,2,28,5.5,0.2,1,2,1.0
32,3.1,99.2,2,37,5.8,0.3,3,2,1.0
52,2.9,150.8,5,38,10.3,0.8,3,3,2.0
81,3.1,251.1,5,39,10.1,0.9,4,3,2.5
37,3.3,122.1,3,39,5.8,0.6,4,3,1.5
30,3.3,99.0,3,37,4.4,0.5,2,2,1.0
73,3.5,255.5,7,27,11.1,0.9,4,3,2.5
83,3.5,290.5,6,35,9.7,0.9,5,3,2.5
82,3.5,287.0,6,41,13.1,0.7,3,2,2.5
35,3.3,115.5,2,34,7.0,0.2,1,2,1.5
92,2.9,266.8,7,28,12.5,1.3,5,2,2.5
92,3.4,312.8,6,26,14.0,0.6,5,1,2.5
84,4.2,352.8,5,34,14.2,0.8,3,1,3.0
26,3.7,96.2,3,34,5.1,0.6,4,3,1.0
30,3.4,102.0,3,41,3.9,0.5,5,1,1.0
95,2.9,275.5,8,31,11.3,1.0,3,3,3.0
28,3.1,86.8,2,32,4.8,0.2,4,3,1.0
75,3.6,270.0,5,31,9.9,0.7,2,3,2.5
85,3.5,297.5,7,25,11.6,0.8,5,1,2.5
60,2.8,168.0,7,28,11.6,1.4,3,3,2.0
46,2.9,133.4,4,37,7.8,0.6,3,2,1.5
29,3.3,95.7,2,34,4.9,0.3,2,2,1.0
58,3.0,174.0,6,28,8.6,1.0,3,3,2.0
31,4.1,127.1,2,33,3.3,0.3,2,3,1.0
55,2.8,154.0,4,39,7.3,0.7,4,3,2.0
68,4.2,285.6,6,34,8.1,0.9,5,1,2.5
58,3.7,214.6,4,32,7.5,0.6,4,2,2.0
19,3.4,64.6,1,39,3.3,0.1,5,1,1.0
41,3.6,147.6,5,28,4.2,0.8,2,2,1.5
92,3.4,312.8,6,37,11.5,0.6,5,2,3.0
93,3.6,334.8,7,44,12.5,1.4,3,3,3.5
57,3.0,171.0,6,25,8.7,0.8,4,1,1.5
45,3.0,135.0,3,27,6.9,0.5,2,3,1.5
31,3.5,108.5,4,37,5.0,0.6,5,2,1.0
97,2.9,281.3,6,42,13.6,1.2,2,2,3.0
68,3.2,217.6,4,41,8.8,0.5,2,3,2.5
76,4.1,311.6,5,30,14.1,0.9,2,2,2.5
46,4.0,184.0,4,43,5.7,0.5,2,1,2.0
54,4.0,216.0,3,33,7.3,0.6,5,1,1.5
27,3.5,94.5,2,38,4.5,0.4,3,1,1.0
98,2.8,274.4,8,37,15.7,1.2,3,2,3.0
49,3.0,147.0,3,42,7.5,0.5,5,2,1.5
19,4.1,77.9,1,42,2.9,0.2,2,3,1.0
87,4.0,348.0,7,35,15.1,1.2,1,3,3.5
43,3.3,141.9,3,43,4.8,0.3,2,2,1.5
84,3.8,319.2,6,36,12.1,0.9,1,2,3.0
39,4.0,156.0,3,39,6.5,0.4,4,1,1.5
36,3.7,133.2,3,39,5.9,0.4,5,1,1.0
80,4.0,320.0,9,30,15.3,1.6,1,1,3.0
59,3.1,182.9,5,29,11.4,0.7,4,3,2.0
83,3.4,282.2,6,31,10.2,0.9,3,2,2.5
86,3.6,309.6,8,27,9.0,1.5,2,3,3.0
15,3.7,55.5,1,25,1.8,0.2,3,1,1.0
98,4.2,411.6,9,38,10.9,1.2,2,2,3.5
58,4.0,232.0,6,38,10.3,0.8,5,2,2.0
89,2.9,258.1,7,34,14.5,1.1,4,3,2.5
53,3.0,159.0,5,30,6.8,0.7,2,3,2.0
68,3.7,251.6,5,43,13.2,0.5,3,1,2.5
89,3.1,275.9,10,43,13.5,1.3,1,3,3.0
43,3.0,129.0,3,33,7.0,0.6,4,1,1.5
68,3.7,251.6,4,30,9.2,0.4,3,2,2.0
30,3.6,108.0,3,35,5.9,0.4,2,3,1.5
34,3.9,132.6,2,37,5.7,0.3,2,1,1.5
60,3.2,192.0,6,27,10.8,0.8,3,2,2.0
81,3.3,267.3,7,29,12.9,1.4,1,2,2.5
79,3.0,237.0,6,32,15.0,0.9,3,1,2.5
72,3.7,266.4,4,40,10.2,0.5,5,2,2.5
67,3.8,254.6,5,38,12.8,1.0,4,3,2.5
15,3.0,45.0,1,45,2.9,0.2,2,3,1.0
95,3.2,304.0,12,40,18.0,1.3,5,3,3.5
80,3.0,240.0,10,45,10.2,1.0,3,2,2.5
43,3.8,163.4,5,26,5.6,0.8,4,2,1.5
98,3.1,303.8,12,25,18.1,2.1,4,3,3.5
84,3.0,252.0,8,41,15.3,1.2,4,1,2.5
22,2.9,63.8,2,26,2.5,0.2,4,1,1.0
43,4.0,172.0,3,43,6.5,0.5,4,2,1.5
65,3.0,195.0,5,27,11.5,0.9,2,2,2.0
47,2.8,131.6,5,44,6.3,0.9,2,2,2.0
17,2.9,49.3,1,40,3.1,0.2,3,3,1.0
74,3.3,244.2,5,34,11.5,0.7,4,2,2.5
49,3.6,176.4,4,38,5.5,0.5,5,3,1.5
83,3.4,282.2,8,42,12.3,1.5,1,3,3.0
90,3.4,306.0,10,39,10.4,1.0,5,1,3.0
98,4.1,401.8,8,38,10.0,1.6,1,3,3.5
34,3.9,132.6,2,28,4.4,0.3,5,1,1.0
87,3.3,287.1,10,33,14.5,1.2,4,3,3.0
53,3.0,159.0,6,26,6.8,0.7,5,1,1.5
18,3.8,68.4,2,26,2.9,0.2,1,1,1.0
33,3.6,118.8,3,28,4.0,0.3,2,2,1.0
59,4.1,241.9,3,25,10.9,0.6,3,1,2.0
57,4.1,233.7,4,36,11.0,0.6,2,1,2.0
27,3.6,97.2,2,36,4.4,0.4,2,1,1.0
27,2.9,78.3,3,34,3.3,0.5,5,2,1.0
74,2.8,207.2,4,27,14.7,0.5,3,1,2.0
71,4.0,284.0,5,39,12.2,1.0,3,1,2.5
100,3.8,380.0,9,42,19.7,1.2,1,2,3.5
66,3.6,237.6,4,26,11.6,0.6,1,1,2.0
67,3.8,254.6,4,33,9.6,0.4,3,3,2.5
100,3.6,360.0,9,40,18.9,1.1,1,2,3.5
57,3.6,205.2,3,38,7.3,0.6,3,3,2.0
97,3.1,300.7,8,33,14.9,1.4,3,1,3.0
